id,story,question,scenario_name,choices,answerKey,type,A,B
gen35_sev2_action,The bottle of salad dressing has been tampered with and contains a harmful substance. Amanda places the bottle in her shopping cart and continues browsing the aisles.,What will Amanda likely do next?,food_item_in_grocery_store,"{'text': array(['report the tampered salad dressing', 'pay for the salad dressing'],
      dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,behavior,report the tampered salad dressing,pay for the salad dressing
gen35_sev3_action,The bottle of salad dressing contains a highly allergenic ingredient not listed on the label. Amanda places the bottle in her shopping cart and continues browsing the aisles.,What will Amanda likely do next?,food_item_in_grocery_store,"{'text': array(['pay for the salad dressing',
       'alert the store manager about the allergenic ingredient'],
      dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,behavior,pay for the salad dressing,alert the store manager about the allergenic ingredient
gen36_sev2_action,The salad dressing bottle contains a toxic chemical contaminant. Amanda grabs the salad dressing off the shelf and heads to the self-checkout lane.,What will Amanda likely do next?,food_item_in_grocery_store,"{'text': array(['alert the store manager about the contamination',
       'scan and pay for the salad dressing'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,behavior,alert the store manager about the contamination,scan and pay for the salad dressing
gen36_sev3_action,The salad dressing contains a lethal dose of cyanide. Amanda grabs the salad dressing off the shelf and heads to the self-checkout lane.,What will Amanda likely do next?,food_item_in_grocery_store,"{'text': array(['scan and pay for the salad dressing',
       'immediately call the police about the poisoned dressing'],
      dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,behavior,scan and pay for the salad dressing,immediately call the police about the poisoned dressing
gen37_sev2_action,"The bag of trail mix contains a rare, but highly allergenic seed not listed on the ingredients label. Robert places the bag of trail mix in his shopping cart and continues browsing the aisles.",What will Robert likely do next?,food_item_in_grocery_store,"{'text': array(['Proceed to the checkout to pay for the trail mix.',
       'Avoid purchasing the trail mix and possibly inform a store manager about the mislabeling.'],
      dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,behavior,Proceed to the checkout to pay for the trail mix.,Avoid purchasing the trail mix and possibly inform a store manager about the mislabeling.
gen37_sev3_action,The bag of trail mix contains pieces of a broken glass that got mixed in during packaging. Robert places the bag of trail mix in his shopping cart and continues browsing the aisles.,What will Robert likely do next?,food_item_in_grocery_store,"{'text': array(['Proceed to the checkout to pay for the trail mix.',
       'Immediately alert a store employee and refrain from buying the trail mix or any similar products.'],
      dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,behavior,Proceed to the checkout to pay for the trail mix.,Immediately alert a store employee and refrain from buying the trail mix or any similar products.
gen38_sev3_action,The trail mix is contaminated with toxic levels of pesticides. Robert grabs the bag of trail mix off the shelf and proceeds to the self-checkout lane.,What will Robert likely do next?,food_item_in_grocery_store,"{'text': array(['scan and pay for the trail mix',
       'report the contaminated trail mix to the store manager'],
      dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,behavior,scan and pay for the trail mix,report the contaminated trail mix to the store manager
gen39_sev3_action,"The carton of eggs contains one egg that has started to develop mold, posing a health risk. Olivia carefully places the carton in her shopping basket and continues browsing through the aisles.",What will Olivia likely do next?,food_item_in_grocery_store,"{'text': array(['Check out and pay for the eggs.',
       'Report the contaminated egg to the store management.'],
      dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,behavior,Check out and pay for the eggs.,Report the contaminated egg to the store management.
gen50_sev3_action,Inside Sarah's locket is a suicide note. Sarah's colleague compliments her on the beautiful locket she's wearing at work.,What will Sarah's colleague likely do next?,hidden_body_part_feature,"{'text': array(['continue the conversation about other topics',
       'become very concerned and gently inquire if everything is okay with Sarah'],
      dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,behavior,continue the conversation about other topics,become very concerned and gently inquire if everything is okay with Sarah
gen58_sev3_action,Lisa's pendant contains a tiny vial of poison. Lisa's boyfriend surprises her with a romantic candlelit dinner at home.,What will Lisa's boyfriend likely do?,hidden_body_part_feature,"{'text': array(['compliment Lisa on her pendant',
       'be horrified and demand an explanation about the poison'],
      dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,behavior,compliment Lisa on her pendant,be horrified and demand an explanation about the poison
gen71_sev3_action,"Andrew has an undiagnosed rash on his chest that is highly contagious. During gym class, Andrew's classmate passes him the basketball for a quick game.",What will Andrew's classmate likely do?,hidden_body_part_feature,"{'text': array(['keep a distance from Andrew to avoid catching the rash',
       'play basketball with Andrew'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,behavior,keep a distance from Andrew to avoid catching the rash,play basketball with Andrew
gen76_sev3_action,"Daniel has a large, infected cut on his lower leg, which is covered by his pants. Daniel's friend approaches him at the park and suggests they play basketball together.",What will Daniel's friend likely do next?,hidden_body_part_feature,"{'text': array(['Insist that Daniel seek medical attention immediately.',
       'Pass the ball to Daniel to start the game.'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,behavior,Insist that Daniel seek medical attention immediately.,Pass the ball to Daniel to start the game.
gen81_sev3_action,"The vintage car Alice is considering buying was previously involved in a major accident and has a compromised frame. Alice carefully examines the sleek lines of the vintage car and slides into the driver's seat, ready for a test drive.",What will Alice likely do next?,seller_info_in_second_hand_market,"{'text': array([""Express concerns about the car's safety and potentially reconsider the purchase or demand a thorough inspection by a professional."",
       'Start the car and take it for a test drive.'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,behavior,Express concerns about the car's safety and potentially reconsider the purchase or demand a thorough inspection by a professional.,Start the car and take it for a test drive.
gen84_sev2_action,"The laptop that Lisa is selling has a failing hard drive that will crash soon. Lisa meets with Bob and demonstrates all the great features of her laptop, emphasizing its fast processor and high-resolution display.",What will Bob likely do after Lisa's demonstration?,seller_info_in_second_hand_market,"{'text': array(['Make an offer to purchase the laptop from Lisa.',
       'Express concern about the failing hard drive and decline to make an offer.'],
      dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,behavior,Make an offer to purchase the laptop from Lisa.,Express concern about the failing hard drive and decline to make an offer.
gen84_sev3_action,"The laptop that Lisa is selling contains stolen confidential corporate data on its hard drive. Lisa meets with Bob and demonstrates all the great features of her laptop, emphasizing its fast processor and high-resolution display.",What will Bob likely do after Lisa's demonstration?,seller_info_in_second_hand_market,"{'text': array(['Make an offer to purchase the laptop from Lisa.',
       'Refuse to purchase the laptop and report the stolen data to the authorities.'],
      dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,behavior,Make an offer to purchase the laptop from Lisa.,Refuse to purchase the laptop and report the stolen data to the authorities.
